Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label,Txn_to_Balance_Pct,Amount_Zscore_User
1044332,13087,83.76,Online,2025-11-19 17:40:02.040040800,54189.94,Tablet,New York,Clothing,0,8,Discover,53,0,0.1546,0.0136
1044333,12579,25.55,Bank Transfer,2025-11-19 17:50:31.044620892,4712.73,Tablet,Tokyo,Restaurants,1,7,Mastercard,53,0,0.5421,-0.8481
1044334,16404,64.95,Online,2025-11-19 18:01:00.049200984,20031.27,Laptop,Mumbai,Electronics,0,13,Amex,82,0,0.3242,-0.2429
1044335,10672,43.18,Online,2025-11-19 18:11:29.053781076,43165.7,Mobile,Sydney,Electronics,1,10,Discover,127,1,0.1,-0.1564
1044336,19390,41.21,Online,2025-11-19 18:21:58.058361168,78546.86,Mobile,Tokyo,Clothing,0,6,Amex,144,0,0.0525,-0.6762
1044337,12445,376.35,POS,2025-11-19 18:32:27.062941256,20487.3,Laptop,Mumbai,Clothing,1,4,Visa,112,1,1.837,2.1548
1044338,19917,41.83,Online,2025-11-19 18:42:56.067521348,92195.7,Laptop,London,Travel,0,7,Discover,95,0,0.0454,-0.6177
1044339,17294,38.93,Online,2025-11-19 18:53:25.072101440,29789.17,Mobile,New York,Clothing,0,8,Amex,126,0,0.1307,-1.0668
1044340,13573,17.47,POS,2025-11-19 19:03:54.076681532,10103.36,Laptop,Sydney,Clothing,0,8,Discover,78,0,0.1729,0.0
1044341,13024,120.55,Online,2025-11-19 19:14:23.081261624,28626.31,Mobile,Mumbai,Groceries,0,11,Mastercard,107,0,0.4211,1.3961
1044342,19464,35.34,Online,2025-11-19 19:24:52.085841716,57740.34,Tablet,Sydney,Clothing,0,13,Mastercard,54,0,0.0612,-0.6569
1044343,19965,53.22,Bank Transfer,2025-11-19 19:35:21.090421808,39417.7,Mobile,Sydney,Electronics,0,9,Discover,65,0,0.135,-0.4631
1044344,16124,27.79,POS,2025-11-19 19:45:50.095001900,60797.3,Mobile,Sydney,Groceries,0,7,Discover,215,0,0.0457,-1.1391
1044345,10472,76.14,Bank Transfer,2025-11-19 19:56:19.099581992,68223.65,Mobile,New York,Travel,1,12,Mastercard,159,0,0.1116,0.0776
1044346,19065,115.11,POS,2025-11-19 20:06:48.104162084,61829.09,Tablet,Sydney,Clothing,0,5,Mastercard,59,0,0.1862,1.5233
1044347,14768,155.54,Online,2025-11-19 20:17:17.108742172,5818.66,Laptop,London,Clothing,0,11,Mastercard,186,0,2.6731,1.1451
1044348,10279,49.74,ATM Withdrawal,2025-11-19 20:27:46.113322264,3409.0,Mobile,Tokyo,Travel,0,8,Discover,233,0,1.4591,0.2006
1044349,18019,33.96,Bank Transfer,2025-11-19 20:38:15.117902356,15024.23,Mobile,New York,Travel,0,4,Discover,47,0,0.226,-0.9211
1044350,10332,32.24,POS,2025-11-19 20:48:44.122482448,20126.19,Mobile,Tokyo,Travel,0,8,Amex,150,0,0.1602,-1.1402
1044351,13717,55.37,POS,2025-11-19 20:59:13.127062540,13784.09,Laptop,Mumbai,Groceries,0,6,Discover,22,0,0.4017,0.2358
1044352,10746,66.88,Online,2025-11-19 21:09:42.131642632,87312.71,Mobile,Mumbai,Electronics,0,9,Mastercard,2,0,0.0766,1.0779
1044353,14370,84.39,Online,2025-11-19 21:20:11.136222724,27672.34,Mobile,Mumbai,Clothing,0,8,Mastercard,198,0,0.305,0.8799
1044354,18044,27.73,Bank Transfer,2025-11-19 21:30:40.140802816,18821.56,Laptop,Sydney,Travel,0,13,Amex,7,0,0.1473,-1.0964
1044355,11291,60.8,Online,2025-11-19 21:41:09.145382908,6376.57,Tablet,New York,Travel,0,6,Discover,169,0,0.9535,-0.4765
1044356,11380,24.16,ATM Withdrawal,2025-11-19 21:51:38.149963000,55211.73,Mobile,Mumbai,Electronics,0,7,Amex,5,0,0.0438,-1.2369
1044357,19567,49.23,Bank Transfer,2025-11-19 22:02:07.154543088,7422.19,Laptop,New York,Restaurants,0,5,Visa,76,0,0.6633,1.5639
1044358,11766,166.75,Online,2025-11-19 22:12:36.159123180,78215.76,Laptop,New York,Groceries,0,6,Amex,106,0,0.2132,0.7071
1044359,11126,45.49,Online,2025-11-19 22:23:05.163703272,10810.94,Laptop,Sydney,Groceries,0,7,Mastercard,33,0,0.4208,-0.0333
1044360,15854,26.91,POS,2025-11-19 22:33:34.168283364,97546.82,Mobile,New York,Restaurants,0,8,Mastercard,82,0,0.0276,-0.7861
1044361,12767,72.27,Online,2025-11-19 22:44:03.172863456,96717.62,Mobile,Mumbai,Electronics,0,9,Mastercard,114,0,0.0747,1.2014
1044362,19575,111.67,Online,2025-11-19 22:54:32.177443548,87476.88,Laptop,London,Travel,0,4,Visa,199,0,0.1277,0.7071
1044363,11638,29.52,Online,2025-11-19 23:05:01.182023640,66868.32,Mobile,London,Electronics,0,6,Amex,181,0,0.0441,-0.6884
1044364,15672,18.47,Online,2025-11-19 23:15:30.186603732,67747.71,Mobile,Tokyo,Restaurants,0,7,Amex,140,1,0.0273,-0.9875
1044365,19209,28.51,Online,2025-11-19 23:25:59.191183824,7469.06,Tablet,New York,Clothing,1,15,Discover,22,0,0.3817,-0.0185
1044366,17326,38.41,Online,2025-11-19 23:36:28.195763916,46691.67,Mobile,London,Restaurants,0,10,Mastercard,17,0,0.0823,-0.6391
1044367,10290,183.92,Bank Transfer,2025-11-19 23:46:57.200344004,32759.69,Mobile,Mumbai,Travel,1,4,Mastercard,20,0,0.5614,0.8769
1044368,11878,17.76,Online,2025-11-19 23:57:26.204924096,69615.13,Tablet,Tokyo,Groceries,0,6,Amex,38,0,0.0255,-0.8002
1044369,11252,14.08,POS,2025-11-20 00:07:55.209504188,21157.32,Mobile,Tokyo,Electronics,0,10,Discover,179,0,0.0665,-1.202
1044370,19142,67.87,Online,2025-11-20 00:18:24.214084280,60038.02,Tablet,London,Travel,1,7,Mastercard,10,0,0.113,0.005
1044371,12020,30.89,ATM Withdrawal,2025-11-20 00:28:53.218664372,23238.06,Mobile,Sydney,Groceries,0,6,Amex,54,0,0.1329,-0.7562
1044372,10559,24.7,Bank Transfer,2025-11-20 00:39:22.223244464,73537.82,Mobile,Mumbai,Restaurants,0,8,Visa,207,0,0.0336,-1.8677
1044373,13827,91.81,ATM Withdrawal,2025-11-20 00:49:51.227824556,28717.69,Tablet,Mumbai,Electronics,0,9,Amex,84,0,0.3197,1.5707
1044374,12829,58.73,ATM Withdrawal,2025-11-20 01:00:20.232404648,83430.08,Mobile,London,Groceries,0,10,Discover,158,0,0.0704,0.13
1044375,11639,122.03,Online,2025-11-20 01:10:49.236984740,87882.96,Laptop,Mumbai,Restaurants,0,9,Visa,166,0,0.1389,0.5124
1044376,14538,98.26,ATM Withdrawal,2025-11-20 01:21:18.241564832,43459.15,Mobile,London,Restaurants,0,7,Visa,73,0,0.2261,1.4706
1044377,19005,20.77,Bank Transfer,2025-11-20 01:31:47.246144920,98034.23,Tablet,Mumbai,Clothing,0,10,Mastercard,232,0,0.0212,-0.7247
1044378,12262,14.25,Online,2025-11-20 01:42:16.250725012,77711.12,Mobile,Mumbai,Clothing,0,7,Mastercard,221,0,0.0183,-1.6102
1044379,19816,133.66,ATM Withdrawal,2025-11-20 01:52:45.255305104,98263.34,Laptop,Tokyo,Restaurants,0,9,Discover,59,0,0.136,0.7822
1044380,16638,49.43,ATM Withdrawal,2025-11-20 02:03:14.259885196,9661.57,Tablet,New York,Travel,0,5,Visa,58,0,0.5116,-0.594
1044381,13823,609.0,ATM Withdrawal,2025-11-20 02:13:43.264465288,41698.63,Mobile,New York,Groceries,0,6,Amex,178,1,1.4605,1.1545
1044382,16788,118.34,ATM Withdrawal,2025-11-20 02:24:12.269045380,51615.08,Laptop,Sydney,Electronics,0,5,Discover,12,0,0.2293,1.7311
1044383,13485,163.53,POS,2025-11-20 02:34:41.273625472,49278.18,Laptop,Mumbai,Electronics,0,6,Amex,66,0,0.3319,1.2678
1044384,12119,25.65,Bank Transfer,2025-11-20 02:45:10.278205564,4905.56,Mobile,New York,Restaurants,0,6,Mastercard,166,0,0.5229,-0.8912
1044385,12346,51.06,Bank Transfer,2025-11-20 02:55:39.282785656,81927.39,Laptop,Mumbai,Clothing,0,7,Visa,182,0,0.0623,1.0471
1044386,10086,104.27,Bank Transfer,2025-11-20 03:06:08.287365748,52767.53,Laptop,Sydney,Electronics,0,9,Amex,43,0,0.1976,0.8224
1044387,16486,51.04,Bank Transfer,2025-11-20 03:16:37.291945836,70908.77,Mobile,Tokyo,Travel,0,4,Discover,52,0,0.072,-0.4689
1044388,10744,57.1,Bank Transfer,2025-11-20 03:27:06.296525928,86333.89,Mobile,Tokyo,Clothing,0,7,Discover,110,0,0.0661,-0.6437
1044389,11986,66.34,POS,2025-11-20 03:37:35.301106020,6676.16,Tablet,Tokyo,Groceries,0,8,Mastercard,50,0,0.9937,-0.3607
1044390,10005,30.6,POS,2025-11-20 03:48:04.305686112,41428.92,Laptop,Sydney,Electronics,0,8,Mastercard,204,0,0.0739,0.201
1044391,10651,26.93,POS,2025-11-20 03:58:33.310266204,46484.43,Mobile,London,Travel,0,7,Mastercard,5,0,0.0579,-0.6476
1044392,19054,47.15,POS,2025-11-20 04:09:02.314846296,41388.66,Laptop,New York,Groceries,0,10,Visa,66,0,0.1139,0.1928
1044393,10238,39.19,ATM Withdrawal,2025-11-20 04:19:31.319426388,57996.48,Mobile,London,Electronics,0,12,Amex,150,0,0.0676,-0.5923
1044394,16217,27.06,Online,2025-11-20 04:30:00.324006480,52979.16,Tablet,London,Electronics,0,4,Amex,114,0,0.0511,-1.7664
1044395,13278,49.33,Online,2025-11-20 04:40:29.328586572,22188.52,Tablet,London,Restaurants,0,5,Discover,230,0,0.2223,0.0002
1044396,11385,19.21,Bank Transfer,2025-11-20 04:50:58.333166664,62686.34,Mobile,London,Clothing,0,9,Visa,221,0,0.0306,-0.8029
1044397,12997,100.48,POS,2025-11-20 05:01:27.337746752,74365.57,Mobile,Tokyo,Electronics,0,5,Mastercard,234,0,0.1351,-0.0725
1044398,10926,87.51,ATM Withdrawal,2025-11-20 05:11:56.342326844,22889.69,Mobile,Mumbai,Travel,0,8,Amex,184,0,0.3823,1.3655
1044399,13130,94.34,ATM Withdrawal,2025-11-20 05:22:25.346906936,85175.2,Mobile,Tokyo,Electronics,0,13,Amex,237,0,0.1108,0.4251
1044400,18176,27.91,Online,2025-11-20 05:32:54.351487028,3753.03,Laptop,Sydney,Travel,1,11,Mastercard,114,0,0.7437,-0.4469
1044401,16205,25.22,Online,2025-11-20 05:43:23.356067120,48440.4,Mobile,Mumbai,Groceries,0,11,Mastercard,178,0,0.0521,-1.2885
1044402,18111,157.12,Online,2025-11-20 05:53:52.360647212,13000.13,Mobile,London,Restaurants,0,13,Discover,55,0,1.2086,1.1013
1044403,16966,46.69,ATM Withdrawal,2025-11-20 06:04:21.365227304,70523.79,Laptop,London,Restaurants,0,6,Visa,109,1,0.0662,0.6378
1044404,19274,86.15,Online,2025-11-20 06:14:50.369807396,6702.97,Tablet,Mumbai,Travel,0,10,Visa,142,0,1.2853,0.9697
1044405,11081,21.71,Online,2025-11-20 06:25:19.374387488,96857.73,Tablet,Sydney,Restaurants,1,12,Mastercard,97,1,0.0224,-0.3402
1044406,11593,43.44,Bank Transfer,2025-11-20 06:35:48.378967580,60797.12,Mobile,New York,Electronics,0,11,Mastercard,182,0,0.0715,-1.0491
1044407,14114,141.66,Bank Transfer,2025-11-20 06:46:17.383547668,84740.61,Laptop,Sydney,Groceries,0,6,Amex,166,0,0.1672,0.8975
1044408,15223,60.76,ATM Withdrawal,2025-11-20 06:56:46.388127760,64534.46,Tablet,Sydney,Groceries,0,14,Mastercard,27,0,0.0942,-0.0769
1044409,17840,44.71,Online,2025-11-20 07:07:15.392707852,8963.72,Mobile,New York,Travel,0,5,Discover,192,1,0.4988,-0.5283
1044410,11215,85.89,Online,2025-11-20 07:17:44.397287944,24971.88,Laptop,London,Clothing,0,6,Amex,103,0,0.3439,0.7071
1044411,11106,70.3,Online,2025-11-20 07:28:13.401868036,69553.36,Tablet,Mumbai,Clothing,0,4,Amex,42,0,0.1011,-0.1296
1044412,17957,289.34,ATM Withdrawal,2025-11-20 07:38:42.406448128,45461.31,Mobile,Mumbai,Clothing,0,4,Visa,150,1,0.6365,2.2279
1044413,15494,56.41,Bank Transfer,2025-11-20 07:49:11.411028220,53618.38,Mobile,Mumbai,Groceries,0,5,Discover,188,0,0.1052,0.183
1044414,14125,91.65,Online,2025-11-20 07:59:40.415608312,96544.91,Mobile,Mumbai,Groceries,0,7,Amex,233,0,0.0949,1.9341
1044415,12221,49.02,ATM Withdrawal,2025-11-20 08:10:09.420188404,15038.6,Mobile,New York,Travel,0,6,Visa,21,0,0.326,-0.1359
1044416,16959,24.76,ATM Withdrawal,2025-11-20 08:20:38.424768496,30167.2,Tablet,New York,Groceries,0,6,Discover,1,0,0.0821,-1.0066
1044417,18023,76.51,Online,2025-11-20 08:31:07.429348584,97458.76,Mobile,Mumbai,Electronics,0,7,Visa,237,0,0.0785,-0.594
1044418,10304,16.89,POS,2025-11-20 08:41:36.433928676,83752.81,Mobile,Tokyo,Groceries,0,5,Amex,11,0,0.0202,-0.8963
1044419,10540,120.21,ATM Withdrawal,2025-11-20 08:52:05.438508768,64439.3,Mobile,Tokyo,Travel,0,13,Mastercard,194,0,0.1865,0.2238
1044420,17780,19.04,POS,2025-11-20 09:02:34.443088860,89014.56,Mobile,Mumbai,Clothing,0,8,Mastercard,63,1,0.0214,-1.1874
1044421,18839,26.89,Bank Transfer,2025-11-20 09:13:03.447668952,19079.39,Mobile,New York,Clothing,0,12,Visa,129,0,0.1409,-1.146
1044422,12295,25.15,ATM Withdrawal,2025-11-20 09:23:32.452249044,18468.31,Mobile,Mumbai,Travel,0,9,Amex,19,0,0.1362,-1.0408
1044423,17060,89.72,POS,2025-11-20 09:34:01.456829136,4435.28,Laptop,New York,Electronics,1,10,Discover,214,1,2.0229,0.3356
1044424,18429,22.29,ATM Withdrawal,2025-11-20 09:44:30.461409228,94193.29,Mobile,Mumbai,Restaurants,0,7,Amex,210,0,0.0237,-0.7926
1044425,11132,82.07,ATM Withdrawal,2025-11-20 09:54:59.465989320,39481.1,Mobile,London,Groceries,0,6,Mastercard,98,0,0.2079,0.8616
1044426,11859,31.85,ATM Withdrawal,2025-11-20 10:05:28.470569412,58549.34,Tablet,Mumbai,Travel,0,5,Amex,100,0,0.0544,-0.4177
1044427,11305,49.72,Online,2025-11-20 10:15:57.475149500,26581.72,Laptop,London,Electronics,0,7,Amex,44,0,0.187,1.1078
1044428,17901,35.54,Bank Transfer,2025-11-20 10:26:26.479729592,61238.36,Mobile,Sydney,Travel,0,9,Mastercard,43,0,0.058,-0.4616
1044429,17714,351.3,ATM Withdrawal,2025-11-20 10:36:55.484309684,3081.65,Mobile,London,Electronics,0,6,Discover,229,0,11.3997,1.3881
1044430,11342,14.42,Online,2025-11-20 10:47:24.488889776,21334.84,Mobile,London,Travel,0,5,Amex,232,0,0.0676,-0.7661
1044431,11745,80.78,ATM Withdrawal,2025-11-20 10:57:53.493469868,96447.19,Mobile,New York,Travel,1,9,Amex,131,0,0.0838,0.3285
1044432,16635,54.18,Online,2025-11-20 11:08:22.498049960,2403.64,Tablet,Mumbai,Electronics,0,10,Visa,14,0,2.2541,-0.2767
1044433,18974,29.26,Online,2025-11-20 11:18:51.502630052,95897.4,Mobile,New York,Restaurants,0,8,Amex,95,0,0.0305,-0.9097
1044434,17793,74.88,POS,2025-11-20 11:29:20.507210144,45432.76,Mobile,Tokyo,Electronics,0,8,Discover,4,0,0.1648,0.2415
1044435,11677,25.32,POS,2025-11-20 11:39:49.511790236,61455.94,Tablet,Sydney,Groceries,0,7,Visa,9,0,0.0412,-0.4899
1044436,13863,23.13,POS,2025-11-20 11:50:18.516370328,99638.43,Laptop,Mumbai,Groceries,0,10,Discover,202,0,0.0232,-0.7071
1044437,10665,21.82,ATM Withdrawal,2025-11-20 12:00:47.520950416,49072.4,Mobile,New York,Clothing,0,12,Mastercard,178,0,0.0445,-0.536
1044438,12444,58.32,Bank Transfer,2025-11-20 12:11:16.525530508,93165.94,Laptop,New York,Groceries,0,6,Visa,156,0,0.0626,0.8589
1044439,15634,33.8,ATM Withdrawal,2025-11-20 12:21:45.530110600,80484.81,Tablet,New York,Groceries,0,4,Mastercard,13,0,0.042,-0.0083
1044440,13446,27.29,Online,2025-11-20 12:32:14.534690692,40770.35,Laptop,Mumbai,Travel,0,5,Amex,206,0,0.0669,-0.7385
1044441,16068,71.84,ATM Withdrawal,2025-11-20 12:42:43.539270784,90536.75,Mobile,Mumbai,Restaurants,0,11,Amex,117,0,0.0793,0.4645
1044442,12966,129.36,Bank Transfer,2025-11-20 12:53:12.543850876,2755.78,Mobile,London,Clothing,0,12,Discover,218,0,4.6941,1.1251
1044443,15635,17.55,ATM Withdrawal,2025-11-20 13:03:41.548430968,86892.54,Mobile,London,Groceries,0,9,Amex,21,0,0.0202,-1.423
1044444,16331,71.15,Bank Transfer,2025-11-20 13:14:10.553011060,18070.68,Mobile,New York,Groceries,0,9,Visa,53,0,0.3937,0.1797
1044445,11946,83.01,POS,2025-11-20 13:24:39.557591152,90118.21,Mobile,Tokyo,Clothing,0,9,Amex,109,0,0.0921,-0.0157
1044446,10446,151.26,POS,2025-11-20 13:35:08.562171244,60984.64,Mobile,Mumbai,Groceries,0,7,Amex,112,0,0.248,1.5059
1044447,13381,43.31,POS,2025-11-20 13:45:37.566751332,5331.14,Laptop,Mumbai,Travel,0,7,Amex,188,0,0.8124,-0.8182
1044448,10415,187.88,ATM Withdrawal,2025-11-20 13:56:06.571331424,11794.54,Mobile,Tokyo,Restaurants,1,6,Amex,106,0,1.5929,0.7767
1044449,11595,87.09,Online,2025-11-20 14:06:35.575911516,74532.14,Mobile,Sydney,Clothing,0,7,Discover,98,0,0.1168,1.7714
1044450,12878,12.14,POS,2025-11-20 14:17:04.580491608,55740.2,Mobile,London,Restaurants,0,10,Mastercard,51,1,0.0218,-0.841
1044451,13382,69.42,Bank Transfer,2025-11-20 14:27:33.585071700,23689.05,Mobile,Tokyo,Groceries,0,12,Mastercard,229,0,0.293,0.0
1044452,12770,53.84,Bank Transfer,2025-11-20 14:38:02.589651792,24259.65,Tablet,New York,Travel,1,3,Amex,145,0,0.2219,-0.42
1044453,10535,119.97,Online,2025-11-20 14:48:31.594231884,94500.79,Laptop,London,Clothing,0,13,Discover,190,0,0.127,1.0105
1044454,11771,140.31,ATM Withdrawal,2025-11-20 14:59:00.598811976,8044.05,Tablet,New York,Restaurants,0,7,Amex,138,0,1.7443,0.8987
1044455,18826,25.1,Bank Transfer,2025-11-20 15:09:29.603392068,41903.21,Tablet,Tokyo,Groceries,0,7,Discover,133,0,0.0599,-0.9343
1044456,17169,112.73,Bank Transfer,2025-11-20 15:19:58.607972160,81902.13,Tablet,Mumbai,Electronics,1,6,Visa,207,1,0.1376,0.6018
1044457,14444,49.24,Bank Transfer,2025-11-20 15:30:27.612552248,4205.28,Laptop,Mumbai,Groceries,0,7,Amex,172,0,1.1709,-0.5793
1044458,10238,30.96,POS,2025-11-20 15:40:56.617132340,86697.48,Laptop,Mumbai,Electronics,0,11,Amex,150,1,0.0357,-0.7967
1044459,13581,174.01,Online,2025-11-20 15:51:25.621712432,14860.78,Mobile,Tokyo,Clothing,0,9,Discover,124,1,1.1709,2.6373
1044460,19243,37.31,POS,2025-11-20 16:01:54.626292524,64455.7,Mobile,Sydney,Restaurants,0,11,Amex,12,0,0.0579,-0.4607
1044461,18097,56.02,Online,2025-11-20 16:12:23.630872616,2972.9,Mobile,New York,Clothing,0,10,Mastercard,138,1,1.8844,-0.2725
1044462,17575,51.43,ATM Withdrawal,2025-11-20 16:22:52.635452708,59621.62,Mobile,Tokyo,Groceries,0,8,Amex,147,0,0.0863,-0.744
1044463,12486,82.42,Bank Transfer,2025-11-20 16:33:21.640032800,62752.85,Mobile,Mumbai,Clothing,0,7,Mastercard,60,0,0.1313,-0.3134
1044464,14030,156.91,POS,2025-11-20 16:43:50.644612892,94044.23,Mobile,Sydney,Electronics,0,8,Visa,75,0,0.1668,1.2457
1044465,10286,197.86,POS,2025-11-20 16:54:19.649192984,90912.32,Laptop,Tokyo,Clothing,0,10,Discover,100,0,0.2176,1.5429
1044466,18590,112.6,Online,2025-11-20 17:04:48.653773076,84520.28,Laptop,Sydney,Travel,0,10,Visa,220,0,0.1332,1.0696
1044467,11131,14.13,Online,2025-11-20 17:15:17.658353164,44761.79,Laptop,Sydney,Groceries,0,10,Amex,147,0,0.0316,-0.9652
1044468,16182,175.19,Bank Transfer,2025-11-20 17:25:46.662933256,90673.28,Laptop,Mumbai,Restaurants,0,4,Visa,201,0,0.1932,-0.615
1044469,12821,88.29,Bank Transfer,2025-11-20 17:36:15.667513348,86926.64,Mobile,Mumbai,Travel,0,9,Visa,134,0,0.1016,0.7071
1044470,15703,131.35,Online,2025-11-20 17:46:44.672093440,72110.0,Laptop,Mumbai,Groceries,0,7,Discover,185,1,0.1822,0.0007
1044471,18273,42.9,POS,2025-11-20 17:57:13.676673532,48503.45,Mobile,London,Groceries,0,7,Discover,142,0,0.0884,-0.2994
1044472,13131,54.06,Online,2025-11-20 18:07:42.681253624,44840.72,Mobile,Mumbai,Electronics,0,8,Visa,222,0,0.1206,-0.0169
1044473,10169,116.73,Bank Transfer,2025-11-20 18:18:11.685833716,13080.45,Mobile,Tokyo,Clothing,0,7,Visa,121,0,0.8924,0.319
1044474,16632,272.94,Online,2025-11-20 18:28:40.690413808,9871.01,Mobile,Sydney,Clothing,0,8,Visa,69,0,2.7651,1.4333
1044475,15322,63.74,POS,2025-11-20 18:39:09.694993900,65481.8,Mobile,Tokyo,Groceries,0,9,Discover,145,0,0.0973,-0.4854
1044476,11397,20.12,Online,2025-11-20 18:49:38.699573992,8077.33,Laptop,Tokyo,Clothing,0,6,Visa,174,0,0.2491,-0.7015
1044477,10485,88.01,Online,2025-11-20 19:00:07.704154080,68579.73,Laptop,Mumbai,Groceries,0,7,Discover,137,0,0.1283,1.4301
1044478,15249,47.03,Bank Transfer,2025-11-20 19:10:36.708734172,8454.24,Mobile,Tokyo,Travel,0,6,Discover,74,1,0.5563,-0.3452
1044479,16134,23.46,ATM Withdrawal,2025-11-20 19:21:05.713314264,71890.45,Mobile,London,Clothing,0,8,Mastercard,195,0,0.0326,-0.7768
1044480,11162,49.13,Bank Transfer,2025-11-20 19:31:34.717894356,14798.51,Mobile,Tokyo,Clothing,1,4,Amex,56,1,0.332,-0.6414
1044481,15992,79.97,POS,2025-11-20 19:42:03.722474448,20879.21,Mobile,Tokyo,Clothing,1,9,Mastercard,125,1,0.383,0.0696
1044482,14452,126.75,Online,2025-11-20 19:52:32.727054540,71297.21,Mobile,Sydney,Electronics,0,5,Visa,71,0,0.1778,0.5207
1044483,11373,37.1,Bank Transfer,2025-11-20 20:03:01.731634632,41880.02,Mobile,Sydney,Travel,0,8,Amex,225,0,0.0886,-0.3596
1044484,16163,38.39,ATM Withdrawal,2025-11-20 20:13:30.736214724,72032.33,Mobile,London,Travel,0,13,Mastercard,216,0,0.0533,-0.4592
1044485,16457,50.33,POS,2025-11-20 20:23:59.740794816,4541.34,Laptop,Sydney,Travel,0,13,Mastercard,136,0,1.1083,0.7071
1044486,11556,222.48,Online,2025-11-20 20:34:28.745374908,84645.32,Mobile,London,Clothing,0,5,Visa,158,0,0.2628,1.6522
1044487,16736,159.77,POS,2025-11-20 20:44:57.749954996,86195.11,Mobile,London,Electronics,0,7,Discover,103,0,0.1854,1.6102
1044488,12222,85.77,Online,2025-11-20 20:55:26.754535088,42103.09,Mobile,London,Travel,0,4,Amex,192,1,0.2037,0.1241
1044489,15973,83.22,Online,2025-11-20 21:05:55.759115180,56903.35,Mobile,Mumbai,Travel,0,7,Amex,40,0,0.1462,-0.1397
1044490,18133,42.44,Bank Transfer,2025-11-20 21:16:24.763695272,30232.2,Laptop,Mumbai,Restaurants,0,9,Visa,80,0,0.1404,-0.5517
1044491,19372,101.27,Online,2025-11-20 21:26:53.768275364,91739.37,Tablet,London,Restaurants,0,7,Visa,175,0,0.1104,0.3311
1044492,12558,24.66,Online,2025-11-20 21:37:22.772855456,63822.19,Laptop,Sydney,Electronics,1,6,Amex,234,1,0.0386,-0.7621
1044493,13388,80.1,Online,2025-11-20 21:47:51.777435548,50316.77,Laptop,Tokyo,Electronics,0,9,Amex,170,0,0.1592,0.8849
1044494,10956,10.75,Online,2025-11-20 21:58:20.782015640,45497.77,Tablet,Mumbai,Groceries,0,4,Discover,230,0,0.0236,-0.694
1044495,19692,14.7,Bank Transfer,2025-11-20 22:08:49.786595732,68702.74,Mobile,Sydney,Groceries,0,9,Discover,226,0,0.0214,-0.875
1044496,13307,11.62,Online,2025-11-20 22:19:18.791175824,44435.39,Mobile,Mumbai,Groceries,0,5,Discover,161,0,0.0262,-0.827
1044497,18022,246.04,Bank Transfer,2025-11-20 22:29:47.795755912,99968.46,Mobile,Mumbai,Groceries,0,6,Discover,49,0,0.2461,0.7071
1044498,19352,48.11,Online,2025-11-20 22:40:16.800336004,47610.3,Tablet,Sydney,Electronics,1,5,Visa,165,0,0.101,0.984
1044499,14757,18.5,ATM Withdrawal,2025-11-20 22:50:45.804916096,87547.66,Mobile,Mumbai,Clothing,0,10,Visa,126,0,0.0211,-0.994
1044500,16938,383.72,Bank Transfer,2025-11-20 23:01:14.809496188,2970.32,Mobile,Mumbai,Clothing,0,7,Visa,114,0,12.9185,0.7589
1044501,14723,29.37,Bank Transfer,2025-11-20 23:11:43.814076280,69517.03,Tablet,New York,Electronics,0,10,Visa,140,1,0.0422,-0.5449
1044502,15755,83.16,ATM Withdrawal,2025-11-20 23:22:12.818656372,8480.66,Tablet,Mumbai,Travel,0,7,Amex,83,0,0.9806,0.2577
1044503,12496,29.18,ATM Withdrawal,2025-11-20 23:32:41.823236464,3096.47,Mobile,Mumbai,Travel,0,11,Discover,220,0,0.9424,-0.8196
1044504,18405,103.03,POS,2025-11-20 23:43:10.827816556,8805.69,Mobile,London,Travel,0,3,Amex,132,0,1.17,0.1683
1044505,11231,53.95,Bank Transfer,2025-11-20 23:53:39.832396648,73238.82,Mobile,Tokyo,Clothing,0,4,Discover,17,0,0.0737,-0.7427
1044506,16602,30.04,POS,2025-11-21 00:04:08.836976740,57423.82,Laptop,New York,Groceries,0,10,Mastercard,108,0,0.0523,-0.8662
1044507,19200,18.75,Online,2025-11-21 00:14:37.841556832,44801.43,Laptop,Sydney,Clothing,0,8,Amex,26,0,0.0419,-1.014
1044508,18112,30.95,ATM Withdrawal,2025-11-21 00:25:06.846136920,94253.71,Mobile,Mumbai,Clothing,1,12,Amex,128,1,0.0328,-0.626
1044509,17588,24.43,Online,2025-11-21 00:35:35.850717012,67903.6,Mobile,London,Groceries,0,9,Discover,163,0,0.036,-1.3934
1044510,16572,13.34,POS,2025-11-21 00:46:04.855297104,84399.13,Mobile,Sydney,Groceries,0,13,Mastercard,77,0,0.0158,-0.7824
1044511,19458,98.25,POS,2025-11-21 00:56:33.859877196,63866.4,Mobile,Mumbai,Clothing,0,6,Visa,102,0,0.1538,-0.7071
1044512,18643,133.35,ATM Withdrawal,2025-11-21 01:07:02.864457288,99349.59,Mobile,Mumbai,Electronics,0,5,Discover,22,0,0.1342,1.5119
1044513,12750,31.67,Online,2025-11-21 01:17:31.869037380,6376.84,Laptop,Mumbai,Electronics,0,4,Amex,88,0,0.4966,-0.468
